學年度,設立別,學校類別,學校統計處代碼,學校名稱,當學年度全校總量內核定新生招生名額(A),當學年度全校新生保留入學資格人數(B),當學年度全校總量內新生招生核定名額之實際註冊人數(C),當學年度全校境外(新生)學生實際註冊人數(D),當學年度全校新生註冊率(％)E=〔(C+D)/(A-B+D)〕*100％,當學年度全校招生特色說明
111,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,1795,0,1133,5,63.22,元培醫事科技大學發展定位為大健康產業人才培育基地，以「創新、整合、智慧」的執行策略達成「健康技職標竿」、「教學創新卓越」、「大學永續發展」、「醫事特色專業」的目標，並以「醫事科技」、「健康管理」、「福祉產業」為發展主軸，孕育大健康產業及醫護專業的人才，推動產學經營績效，與社區、社會及產業脈動緊密結合的企業型大學。本校在企業最愛大學中名列前茅，為學生提供就業所需的學習和準備，除專業訓練外更安排學生至國內外各大醫院及業界實習與見習。策略聯盟及產學合作廠商超過500家，是全國與生醫相關企業簽約最多的學校，為全國承辦/協辦最多地方政府健康城市及食安五環的科技大學；為中北八縣市唯一醫護健康專業學校；擁有全國唯一勞動部設立醫護職涯體驗中心；影像醫學博物館；智慧精準運動中心的大學；是企業最愛本職在職率最高及高薪就業率高之學校。
111,私立,技專校院,1054,景文科技大學,1697,0,1130,207,70.22,1.112學年度本校日間部四技招生為11學系、9組，四個學院1.觀光餐旅學院2.商管學院3.人文暨設計學院4.電資學院。 2.本校注重產學雙向交流，推動學生校外實習與海外實習，迄今與19國157校(單位)海外合作學校簽訂合約，111年度教育部學海築夢計畫293萬，北部公私立大專校院第一。為培養學生具就業競爭力，大一至大四規劃一系列輔導課程與活動，以達畢業即就業之辦學宗旨。3.本校教師多具實務經驗，符合科技大學教育政策。 4.本校日間部學雜費屬國內私立科技大學中收費較低者，在公益董事會督導下一切學校收入用在教學研究。 5.1111人力銀行：2020年企業最看好年輕潛力大學【北區第一/全國第五】，2022年最受企業青睞【北北基第六】、最愛人才【全國第七】、藝術時尚學群【全國第三】。6.安坑輕軌通車後【K5景文科大站】交通更便利。
111,私立,技專校院,1055,中華醫事科技大學,2833,0,2158,6,76.22,創校54週年的中華醫大，一向來強調全方位的教育理念，教育目標除了專業知能的發展外，也重視學生人文素養與社會關懷精神的啟發，以培養能夠適應多元社會變遷能力的青年為職志。因此，不但提供多元化的學習環境，包括知性發展、語文思考能力表達、正確的工作態度，並訓練其獨立的人格、穩定的情緒、強健的體魄與團隊合作精神，讓學生能伸展觸角，作廣泛涉獵，達成全人教育功能，增進其競爭力與發展潛能。歷年來本校學生在醫檢師、護理師、營養師、食品技師等國家考試中，及格率屢創新高；安全衛生管理師、疾病分類員、中餐烹飪、西點烘焙、檢驗分析、保育員、保母、美容師等証照技能檢定考亦捷報頻傳。校內學生社團蓬勃發展，學生參與度高，在社團活動中快樂成長學習，值得一提的是，本校運動風氣興盛，重視強建體魄之鍛練，因此田徑代表隊健兒年年都在全國大專運動會上大放異彩。
111,私立,技專校院,1056,東南科技大學,1379,1,744,293,62.06,1.八輔合一，全人發展：透過融滲式教學在專業與博雅通識課程，融入品德教育，達到教育於無形的目的。以資訊系統進行學生學習歷程與輔導個別化紀錄，建立適性輔導系統並發揮輔導綜效。2.建構教學品保系統，維護學生受教權：學生學習品質管制則實施「1314」畢業門檻，即學生在畢業前必須取得1張服務證明；3類證照-外語能力證明、專業能力證照、資訊能力證照；完成1系修業規定；4門跨領域課程修習，為確保教學品質，參與IEET工程與科技教育認證，以提升教育品質並與國際接軌。3課程結合證照，輔導學生考取含金量高專業證照，本校擁有49個國家技能檢定考場，1個無人機操作執照考場，22個國際證照考場。4.學用合一，提升學生就業力：聘請業師進行協同教學，透過完整就業導向課程、證照輔導與專業實務實習，成為優質專業技術人才，並順利就業。5.多元多樣的跨領域微學分學習，提升創新創意，成就多元發展人生。
111,私立,技專校院,1057,德明財經科技大學,1638,1,1046,78,65.54,1.本校1965年創校，2007年改名科大，為國內第一所財經科技大學，秉持「篤信好學」校訓，培育財金、商管及資訊專長之學生。2.本校財金與管理學院有完整的商業類系，可滿足學生的興趣與選擇。3.推動就業學程、產學合作及校外專業實習，鼓勵學生取得證照，落實就業接軌。4.致力品格教育，推動服務學習、學程化課程設計，拓展國際交流、加強外語能力，增進國際觀，提升就業競爭力。5.榮獲2022年遠見雜誌調查之企業最愛私立科大第一名，以及畢業生起薪最高。6.自2019年至今連續榮獲「三好校園實踐學校」。7.三度榮獲「年度品格教育特色學校」。8.「學生會」社團榮獲2017至2022年特優獎。9.通過教育部108學年度科技大學校務類評鑑，各系/學程通過臺評會及管科會教學品保認證。10.與美國明尼蘇達州曼徹普立敦大學、日本星城大學等多校簽訂大學雙聯學位，取得雙聯學位學生人數為全國公私立技專校院中最多。
111,私立,一般大學,1058,明道學校財團法人明道大學,566,1,223,0,39.47,1.校園環境優美：51公頃校園綠意盎然，書院式建築，教學、休憩、運動分區機能完善，為有機生態及永續能源的示範校園。2.獎助學金多：提供多項新生獎助學金及助學措施，如：菁英獎學金(大學四年學雜費、住宿費全免)、第一學期國立大學收費、典範家庭獎學金、偏遠地區助學金、原住民新住民助學金。結合企業資源，幫助經濟弱勢學生安心就學。3.生活機能完善：學生宿舍皆為獨立衛浴套房。溫水游泳池、健身房、室內外球場、探索教育場等運動設施完善，多家客運公車進入校園，校內有便利商店、超市，生活機能健全豐富。
111,私立,技專校院,1060,南開科技大學,885,0,577,71,67.78,(一)獎助學金優渥：提供約三千萬元之新生入學獎學金。   (二)辦學績效卓越：本校連續十二年獲教育部教學卓越大學獎勵，並獲高等教育深耕計畫、USR大學社會責任計畫等獎勵，中部私立科大第一。   (三)交通路線便捷：本校距臺中火車站約30分鐘車程，並提供中彰投縣市六條便捷之校車路線，此外臺中市108路公車更以本校為起迄站，可直通臺中火車站及一中街商圈。   (四)學習環境優質：校園建置高速光纖及無線網路與全e化冷氣教室，透過教師自行設計的數位教材進行生動活潑的互動式教學。   (五)生活設施完善：校園內設置便利商店、美食餐廳、書局及新穎的冷氣網路套房式宿舍。
111,私立,技專校院,1061,中華學校財團法人中華科技大學,1766,1,998,56,57.88,本校配合政府培育高科技與管理人才之教育政策為依歸，秉持「誠正法新」之校訓，配合國家建設及產業發展之需要，培育科技與人文兼備之專門人才，以服務國家社會為宗旨，衍生出辦學理念為「落實技職教育、創新工商科技、推展全人教育」。本校定位為實務教學型科技大學，並以「培育具注重職業倫理、敬業精神、人文關懷的科技與專業人才」為教育目標，同時以「成為一所優質教學與產學合作具特色之科技大學」為發展願景。本校特別著重公民力、就業力與創造力等基本素養能力之養成，搭配相關課程訂定專業能力及社會能力等所需之核心能力，建立優質特色課程，並結合5G通訊傳輸技術之發展，推動數位化課程教學，以提升學校成效。同時藉由各項教學資源運用、產學鏈結、以及畢業能力檢核，期使學生畢業後能在工程、商業、管理、健康生活、航空等領域發光發熱，以全面提昇學生就業競爭力。
111,私立,技專校院,1062,僑光科技大學,2522,1,1816,47,72.55,僑光科技大學招生特色：  1.環境優越便利  2.深耕技職教育  3.大四全年實習  4.就業百分百  5.強調特色教學、點亮技職光芒
111,私立,技專校院,1063,廣亞學校財團法人育達科技大學,1526,13,1058,56,71.00,本校辦學為培養務實致用的應用服務管理人才，積極與地方產業合作，推動學生專業實習，落實技職教育特色。設有三個學院：(一)科技創新學院下設資訊管理系、行銷與流通管理系、多媒體與遊戲設計系、物聯網工程與應用學士位學程、智慧機電工程與應用系；(二)人文社會學院下設應用日語系、幼兒保育系、社會工作系；(三)觀光餐旅學院下設觀光休閒管理系、休閒運動管理系、餐旅經營系、時尚造型設計系。本校推動一證多照，開設跨領域學分學程課程、證照輔導課程及輔導考照措施，使學生畢業擁有大學文憑外亦擁有多張證照。本校與知名優質企業產學合作，推動學生全面實習無縫接軌就業，畢業生就業率達84%以上，選送學生進行海外實習、國際競賽、參訪研修或志工服務，拓展學生國際視野。另設資訊管理系、行銷與流通管理系及觀光休閒管理系三個碩士班，整合政府政策與地方產業特色，以觀光休閒、文化創意及健康生活三大主軸規劃教學內涵，豐富產業與學術視野。
111,私立,技專校院,1064,美和學校財團法人美和科技大學,2270,0,1555,1,68.52,一、培養學生新五倫好品德與五靜好習慣  二、推動三明治教學與適性教學  三、推動特色翻轉課程  四、推廣近身典範課程  五、推展學生海外帶薪實習  六、開設英語、越語及日語等外語課程供學生選修以提升其就業競爭力  七、辦理越南境外專班
111,私立,技專校院,1065,吳鳳科技大學,2045,1,1008,75,51.11,本校以「安全」為發展核心，積極建構「安全科技」「安全數位」「安全照顧」三領域，計有3學院14系4碩士班，為嘉義地區第一所，也是唯一一所科技大學，以培育專業能力與人文素養兼備、具有國際觀的時代菁英、注重研究創新與社會服務的學能為用。辦學上不斷的全方位扎根，提升教學設備和產業一致，藉由企業資源導入，縮短學用落差，提供學生厚實的學習機制，致力於「畢業即就業」，讓學生成為業界最喜愛任用的員工，是我們一直努力在做與進行的目標。辦學績效卓越務實如后：1.近4年取得230件專利。2.技能檢定/訓練場所數量雲嘉南第一，高達55種類別，22種專業能力認證教室；產學合作教育訓練中心數量雲嘉南第一。3.技職傑出證照達人獎9連霸。4.消防人才培育第一，消防專業證照、特考共錄取438名；每年接受考選部委託培訓「專技人員消防設備師（士）」。5.近3年學生參加國內外競賽與獲獎共計954件。
111,私立,技專校院,1066,環球學校財團法人環球科技大學,742,0,466,0,62.80,本校強化結合與高中、職校以策略聯盟方式進行實質資源共享，增加學生對本校辦學績效的認識，並藉此方式行銷學校特色。另外，針對有升學意願但仍須兼顧經濟壓力之學生，本校持續加強推動契合式產業班，透過與產業界合作方式，強化與高中、職校輔導室、實習處或建教合作單位聯繫；針對各機關、學會、工會或縣內產業等團體各合作單位實際需求，規劃課程並開設產學班，提供人才培育機制，提升職場人員競爭能力，並拓展新生來源。最後加強對於社會弱勢族群提供進修的機會，依據實際需求開設相關課程，以提升職場競爭能力為目標。
111,私立,技專校院,1069,修平學校財團法人修平科技大學,1581,0,878,71,57.45,本校前身為臺中「樹德工專」，為工科起家之中部優質學府。民國100年升格科大後更名為「修平科技大學」，培育大臺中地區學子已逾半世紀。本校特色如下：1.培育百工百業人才：本校設有工程學院、管理學院及觀光與創意學院等。無論就基礎工程工業人才建構，科技時代金融服務產業骨幹栽培，新興觀光產業與文化精英涵養等，都能提供各面向教育資源，孕育學生專業知能以注入社會新血能量。2.在職可進修，修習可兼職：本校提供各種學制，除日間部外，另有四技進修部與二技進修部，可於夜間或週六日上課，讓仍需工作者有機會同時進修學業；同時本校是全臺唯一坐落於工業區之科技大學，學生就近兼職機會更多，實為就讀本校之附加利益。3.校外實習累積職場競爭力：本校提供知名大企業實習以增進實務經驗，或者海外實習/研習以拓展國際視野，為學生儲備未來職場不被取代的優勢。
111,私立,技專校院,1070,長庚學校財團法人長庚科技大學,2201,0,2159,5,98.10,1.本校辦學績優，深獲學生、家長與社會肯定：(1)所有系所通過臺灣評鑑協會「專業學門教育認證」，系所教學品保機制佳。(2)遠見雜誌「2022臺灣最佳大學排行榜」，於私立科技大學中，教學表現第1、財務體質第2，整體綜合排名第3。(3)111學年全校新生註冊率達98.1%。  2.本校設林口及嘉義校區，「四技」日間部設護理系、幼兒保育系、化妝品應用系、保健營養系；「二技」日間部設護理系、高齡暨健康照護管理系、呼吸照護系、化妝品應用系、幼兒保育系；「二技」進修部設護理系、高齡暨健康照護管理系、幼兒保育系；「研究所」設高齡暨健康照護管理研究所、健康產業科技研究所、護理系日間部碩士班及碩士在職專班。  3.招生專線林口校區03-2118999轉5533(日間部)、5605(進修部)。嘉義校區05-3628800轉2361(日間部)、2371(進修部)。
111,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,2910,0,1976,285,70.77,本校辦學特色分為校務精進主軸及特色發展主軸；校務精進主軸包含：1.關鍵職場技能扎根、2.國際移動能力培育、3.品德養成輔導扶弱、4.教師專業產學攜手、5.產業人才培訓接軌；特色發展主軸包含：1.一畢二語三獎四證、2.三創基磐實作磨練、3.科技潮流實務融入、4.多元交流學涯飛颺、5.職涯實習分流學習
111,私立,技專校院,1072,大華學校財團法人敏實科技大學,185,0,116,38,69.06,本校校訓為發揚『敏於思、實於行』的精神；四大核心價值觀(正直誠信、相互信任、團隊合作及引領變革)並培育複合型人才培養T型人才之方向，讓師生們積極學習並配合組織需要進行積極自我成長，願意成為主動擔當、積極創新、敏捷實幹、韌性十足之敏實科大成員，為本校的轉型及人才培育盡最大的力量。學校教育目標為：一、培養人工智慧專業技能之技職人才；二、培養服務社會終身學習之技職人才。人才為企業之本，敏實集團攜手敏實科大，形成發展綜效。敏實集團全球資源為敏實科大發展的後盾，有利永續經營。企業集團攜手科大及早培養具有全人素養及企業價值觀與DNA之儲備人才，以減少培訓成本與時間，達到雙贏的結果，發揮企業辦學綜效，支持敏實科技大學，致力朝向於AI人工智慧專業大學發展。
111,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,2355,1,1372,271,62.59,"一、本校堅持「實務與證照結合、專業與全人並重」的教育理念，獲得：  1.教育部高教深耕計畫5年3.29億元，109及110年度每年補助均超過6,800萬元。  2.優化技職計畫獲得1,700萬元補助。  3.107-110年陸續獲得教學創新先導計畫、創新創業扎根計畫、教學實踐研究計畫、前瞻人才培育計畫等多項補助。  二、本校各系與300多家企業簽訂合作契約，如：阿里巴巴、伊林娛樂、旺旺中時、三立、東森國際、1111人力銀行、東方文華、君悅、Diamon犇（米其林級）等，達畢業即就業。  三、學生參與各項國內外競賽屢創佳績，107-110年度總計榮獲718項國內外競賽獎項。  四、學校表現獲得各方肯定  1.107年獲教育部「生命教育特色學校」表揚。  2.108年獲得教育部「品德教育特色學校」表揚。  3.109年獲「2020 TCSA臺灣企業永續獎」大學USR永續方案-銅牌2案。"
111,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2104,0,1509,58,72.48,秉持「尊重個人尊嚴，接受個別差異，激發個人潛能，為生命服務」的教育理念，培育具有「熱愛生命、樂於溝通、服務領導」核心素養的國際觀及專業素養之外語人才。建校至今，外語課程皆以「全外語」授課，培育學生聽說讀寫的能力。此外，研究所碩士班及碩士在職專班提供實務導向課程，教師帶領研究生與產業界進行專案合作，拓增實務經驗。日四技學生均需修習24個必修英語學分，進四技學生則均需修習16個必修英語學分，以厚實英語能力，增加個人的競爭優勢條件。五專部實施全國唯一的「雙外語課程」，專科部前三年，每位學生必需同時修習兩種外國語文，四技大學部專業課程兼顧理論與實務，且學生可依興趣及就業需求選擇修習學程、雙主修與輔系，以提升其外語能力及專業職能，為職涯做好準備。另為培養學生健全人格，特設立吳甦樂人文學院（含體育教學中心、通識教育中心、吳甦樂教育中心），培育身心靈整合發展的社會公民。
111,私立,技專校院,1076,華夏學校財團法人華夏科技大學,1291,0,545,4,42.39,本校109學年度整合成立智慧車輛系並與著名歐系車廠合作將於淡海校區建置實習場域，另提供嶄新落成學生宿舍500床，學生在學期間須充實1項專業領域技術、2張證照(職能、資訊)及3種能力(閱讀素養、創新創意、職場倫理)。109學年度專業類系所委託臺評會實地評鑑全校11系所獲評鑑通過。110學年度教育部技專校院實地評鑑，本校四大評鑑項目皆獲通過。各系所發展特色：機械系機電整合及機械設計製造；電機系能源科技與智慧生活科技；資工系APP設計應用及網路技術管理；智慧型機器人研究所培養產業型與服務型機器人人才；智慧車輛系車輛修護及電動車輛實務技術；資管系智慧商務管理應用；企管系智慧零售與SDG永續物管；建築系數位構築與文創設計及永續環境暨建築與室內設計整合；數媒系影視動畫及遊戲設計；妝應系美容妝品科技及整體造型設計。
111,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,815,0,688,43,85.20,本校為「佛教慈濟慈善事業基金會」證嚴法師所創辦之教學志業，以培育具有關懷社會、尊重生命、人文素養及大愛精神之專業人才為宗旨。研究所碩士班設有長期照護研究所、放射醫學科學研究所及護理系碩士班、資訊科技與管理系碩士班及醫務暨健康管理系碩士班；大學部設有日間部二技護理系及四技護理系、醫學影像暨放射科學系、資訊科技與管理系、醫務暨健康管理系、行銷與流通管理系及進修推廣部二技護理系；專科部設有日間部五年制護理科，招收一般生150名及原住民專班100名，並於108學年度增招新住民子女專班30名。106學年度教育部科技大學綜合評鑑校務類-評鑑結果「通過」，108學年度大專校院教學品保服務計畫─專業系所評鑑，更獲得全數通過！2020世界大學影響力總排名，今年首次進榜，名列全球201-300名，在臺灣上榜的24所大學中，名列第5名，本校是宜、花、東地區第一所科技大學，更成為東臺灣技職教育的指標性學府。
111,私立,技專校院,1078,致理學校財團法人致理科技大學,2656,0,2405,54,90.74,致理創校58年，辦學績效備受各界肯定，是一所「註冊率高、證照總張數高、學生品德態度高、就學率高、雇主滿意度高」的「五高」學府。本校定位為「培育卓越商務實務人才之創新學習型大學」，設有「商務管理學院」、「商貿外語學院」及「創新設計學院」三個學院，共有2個碩士班及11個系科。招收「碩士班暨碩士在職專班」、「日間部四技」、「日間部二技」、「日間部五專」、「進修部四技」、「進修部二技」等學制，以招收「商業與管理群」、「外語群」、「設計群」、「餐旅群」、「電機電子群」及「資管類」相關科系背景之學生，透過申請入學、繁星計畫、技優甄審、甄選入學、聯合登記分發、特殊選才聯合招生(技職特才組)、獨立招生等管道進入本校就讀。培養學生具備商管、資訊、外語及實務應用的能力，推動「校外實習、專業證照、外語檢定、跨域學程、體能認證」五合一教育制度，使學生畢業後符合職場所需，進而提升學生就業競爭力、充分就業、幸福就業。
111,私立,一般大學,1079,康寧學校財團法人康寧大學,892,0,772,2,86.58,一、本校學制多元，共有：日間學士班、學士二年制在職專班、二專在職專班及五年制專科班，為一所大健康產業理論與實務結合的教學型大學。  二、位於捷運文湖線葫州站旁，交通便利  三、設有宿舍提供有需求的學生申請。  四、補助學生海外遊學及國際志工  五、每年有上百個校內外獎助學金  六、五年制專科班前三年適用高中職免學費方案  七、五年制專科班四、五年級可教育部展翅計畫，補助全額學雜費，畢業後保證就業2年。
111,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,2077,0,1147,44,56.15,本校以培育具備職人精神與公民素養之專業技術人才的大學為培育目標及發展願景，在建立學校特色與口碑方面，致力落實及加強學生專業實務能力，相關具體做法如下：一、強化系實務特色課程教學-加強與業界互動，透過同學參與產學合作案及專題製作，磨練實務技能；辦理業師協同教學及微學程等多元課程，厚植職場見識及建立正確職場工作態度；並加強辦理學生校外實習，以營造系科特色與學生未來就業優勢。二、落實國高中職紮根活動-與上游生源學校進行多樣化接觸，並加強各項合作措施。三、積極開辦各項學程及產學學院專班，加強培育學生職場技能。四、配合國家產業政策，培育目前國家產業政策需要人才之相關系科，持續推動相關系科檢討畢業生就業定位，進行課程調整，並改善各項軟硬體設施，加強實務教學，使學生學用合一，為國家培養更多相關人才。
111,私立,技專校院,1081,東方學校財團法人東方設計大學,521,0,137,0,26.30,引領主流 建構唯一 本校創立於1966年，為國內唯一的設計高等學府，以「設計美學」與「國際宏觀」做為教育主體，以培育學生成為國際設計領航人才為追求目標。本校目前設有文化創意設計研究所博士班、文化創意設計研究所、美術工藝系碩士班、室內設計系住居整合設計碩士班、時尚美妝設計系碩士班、流行商品設計系碩士班、日間部四技、專科部、進修部、進修專校及進修學院等不同學制，提供學生升學及進修的多元化選擇。改名「設計大學」，立基於「三品五創」辦學理念，即是以「三品」、「五創」目標；以「創意東方、設計領航」自我定位；以培養「人文素養」與「人格特質」的「專業人才」為教育目標；以「設計創新能力、專題實作能力、文化涵養能力、科學素養能力、宏觀務實能力、服務利他能力、資訊科技能力、創意設計能力」為核心能力指標，最終以「建立一所創意與設計為特色的優質學府」為願景。
111,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,319,0,279,3,87.58,本校學制有日間部四技與研究所，有三個學院：表演藝術學院、影視設計學院、觀光產業學院，包括12系及2研究所。表演藝術學院：表演藝術系、演藝事業系、視覺傳達設計系、時尚造型設計系；影視設計學院：文化創意設計研究所、影視傳播系、數位媒體設計系、創意商品設計系、攝影學士學位學程；觀光產業學院：觀光旅遊管理系、休閒事業經營系、經營管理系/碩士班。本校積極辦學，審度時勢快速創新轉型，教師來自業界之比例很高為各校少見，學生畢業與職場無縫接軌，並精準輔導學生參加國內外競賽屢獲大獎(例如德國紅點設計獎獲八座、全國知音音樂大賞獲十四大獎、全國育秀盃微電影類獲首獎等)，充分做到名符其實的技職教育，同時本校特別注重學生養成良好態度，培育學生具備技術精熟與態度優良作為進入職場的兩大優勢，歡迎有志青年加入本校，抓住成為人生勝利組的機會。
111,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,1485,2,1033,69,71.01,本校是一所以「培育海事與商業之專業技術人才」為宗旨之技職院校，本校為國內唯一擁有獨立教學碼頭並在臺北市與新北市設有校區之私立大專校院。系科規劃五星人才之教育願景，發展一系一特色，發揮各系科之學術研究能量，提供學術研究的行政服務，爭取學術研究資源，開拓各系科發展特色及學術研究水準。規劃跨校、跨系科的整合性研究，並在「專業(智)、忠誠(德)、勤奮(體)、堅毅(美)、服務(群)」的辦學理念下，朝專業、創新、卓越的優質海商學府邁進。
111,私立,技專校院,1084,亞東學校財團法人亞東科技大學,1108,0,788,5,71.25,1、強化亞東人特質培育：秉持4C（Creativity、Consideration、Communication、Cooperation）之基本能力培育，積極規劃亞東人優質專業人力培育新模式，落實「證照、專題與實習」的課程內涵，強化通識與英語文教育。 2、發展資通訊、健康照護、紡織產業與創新育成特色：針對環境優勢（亞東醫院、遠東通訊園區、鄰近土城工業區與新北工業區）及同屬遠東關係企業之特質，結合產業應用導向，將研究成果導入課程教學。 3、建構「實務化、資訊化、人文化、創新化、國際化」的校務基礎。 4、秉持誠、勤、樸、慎、創新校訓，發揮溝通、合作、創意、關懷理念，建立科技與人文融匯、專業與通識兼顧、理論與實務結合、創新與品質並重之特色。
111,私立,一般大學,1125,中信學校財團法人中信金融管理學院,340,0,291,4,85.76,中信金融管理學院以「公益為先、助弱扶優」辦學理念，以「建構亞洲最務實的專業金融管理學院」及「培育專業與博雅兼備的國際金融家」為發展願景，透過聚焦「博雅、宏觀、專業、務實」的發展方針，結合保障績優生畢業即就業之特色發展，塑造本校成為接軌國際潮流的專業金融管理學院。 中信金融管理學院為優秀學子打造「師資優、課程優、環境優、實習機會多」的安心學習環境，專業課程以語言及金融專業知識為主，提供精緻專業且多元務實的課程內容，由專業學者與集團資深經理人共同授課。透過「海外金融見習」、「海外微留學」等菁英育才計劃，讓學生站上世界舞台，拓展國際視野，培養具備國際觀與跨領域整合的金融管理專業人才，提升未來的國際移動力。為因應金融趨勢，學校也舉辦程式創客營、AI創客營、人工智慧論壇等活動，達到產學無縫接軌，落實亞洲最務實的金融管理學院的發展願景。
111,私立,技專校院,1148,大漢技術學院,380,0,269,0,70.79,"大漢技術學院位於後山花蓮中央山脈腳下，緊鄰太平洋之濱的臺九線上，經濟不利弱勢子弟眾多，以「培育弱勢學子一技之長、畢業成為社會良民」為職志與使命，期能藉由教育的傳承，協助翻轉弱勢學子的未來，並開啟催燦的人生。  對地方教育及扶助弱勢學生，向來不餘遺力，每年均提供高額獎助學金展現大學社會責任，111學年度就讀日間部四技休閒遊憩與觀光餐旅管理系原住民新生，辦理註冊原住民減免手續後享3年免繳學費，針對一般生則提供每學期領取5,000獎助學金可領6學期合計30,000元。如選讀進修部四技大一原住民新生，辦理註冊減免手續後第一學年免繳學費。為使學生儘早銜接業界，日間部大四學生全年到校外實習，達到學用合一的目標，學生每月薪資約25,250~32,000元，改善弱勢家庭的經濟。進修部及在職專班是本校學生來源的另一大部分，花蓮地區之在職人士多數選擇本校就讀。"
111,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,967,0,681,0,70.42,本校多元科系及優質設備與師資，提供學生適性選擇及良好的學習環境。因應國家募兵政策，本校積極配合國防部推動ROTC(大學儲備軍官訓練團)，並成為全國唯一且成效第一的「國防部ROTC專業大學」。本校結合國防部資源提供ROTC學生四年免學雜費及住宿費，每月再給優渥的生活費。讓學生享有大學生的自主校園生活，並接受軍事課程訓練，畢業後不僅取得雙專長及大學學歷更可任職軍官。本校結合國防部在各高中職設立國防培育班，在各高中職推廣ROTC，並推出菁英專案提供更完善的照顧給予優質的學生。本校也積極與各企業合作，共同推出在職專班，讓學生同時取得大學學歷，也搶先提升職場競爭力。近年與各軍團簽訂策略聯盟，合作關係密切，開設營區專班或證照班，積極鼓勵國軍在營進修，就讀本校進修部四技、二技、二專、或參加推廣教育證照班。
111,私立,技專校院,1183,黎明技術學院,1622,0,1158,201,74.55,配合專業特色之運作需求，本校計招收有4大學群12系科，其中「工程服務學群」包括機械工程系、電機工程系、車輛工程系等3系；「觀光餐旅學群」包括觀光休閒系與餐飲管理系2系；「時尚創意學群」包括數位多媒體系、服飾設計系、化妝品應用系、時尚經營管理系等4系；「演藝影視學群」包括表演藝術系、影視傳播系、戲劇系等3系。近年雖遭逢少子化衝擊，本校因系科規劃及專業特色尚獲肯定，招生率均可維持逐年成長，目前日間及進修學制學生合計約5千人。   近年各系均致力於實用課程規劃、專業教室建置、擴大校外實習、產學合作夥伴招攬及教學活動安排，藉以提升教學資源運用並增進學習效能。近年學校獲董事會大幅挹注，校園環境煥然一新，並積極建置、更新各系所需之專業教學空間，充分達到務實學習、無縫接軌產業之校務發展目標。
111,私立,技專校院,1185,德育學校財團法人德育護理健康學院,1686,0,895,138,56.63,一、本校校務規劃係以Care（關懷）為定位，Health(健康)為學校發展主軸及特色。學校各系所分別在健康照護(Health Care)、健康飲食(Health Cuisine)、及健康休閒(Health Leisure)三大領域發展，以營造學校關懷健康(Care Health)教育發展之定位與特色。  二、本校透過VIP (Vision-integration-position) 三維同步工程規劃校務發展計畫及定位，其特色如下：(一)全校在Care 定位下逐步進行研發重點整合、課程整合，並且在健康特色領域內規劃全校及各系發展重點及特色。(二)全校教學與行政單位皆有發展重點，透過每年年度工作計畫之執行，讓各單位發展遠景逐夢實現。(三)透過通識教育規劃及實施，培育學生在語文、邏輯數理、空間、肢體動覺、藝術、人際、內省與性靈等八大智能。  最後希望在本校就讀每位學子皆可透過學校輔導機制選讀對的系科、對的課程、透過多元評量及課程輔導，讓學生安心學習及主動學習。
111,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,268,1,204,3,76.67,本校學士班目前設有三個學系，醫學系、護理系、聽力暨語言治療學系，醫學系以馬偕精神之核心價值教學，並結合馬偕醫院之臨床醫療、研究與教學能力，培育尊重生命的醫療專業人才；護理學系掌握國內外資源，並積極結合馬偕醫療體系，充份運用實務案例，培育護理專業能力與學養；聽語學系有優異專業及臨床師資與完善臨床實習空間，並結合馬偕醫院臨床聽語中心，培育具人文關懷之聽力師、語言治療師。本校目前設有三個研究所，生物醫學研究所(碩博士班)、長期照護研究所(碩士班)及高齡福祉科技研究所(碩士班)，生物醫學所以臨床與基礎醫學研究為發展方向，並與馬偕醫院簽訂產學合作計畫；長期照護所培育尊重生命的長期照護專業管理人才，且能應用於長照實務教育、管理及研究，並提供多元課程；高齡福祉科技研究所秉持「以人性為本、以高齡福祉為念、以科技為用」之理念，發展高齡化人口所需之友善環境與生活支持科技，促進高齡者活躍老化。
